Identifiant d’acte,Type d’acte,Id Personne A,Id Personne B,Commune,Date,Num Vue
2614,Mariage,2479,5490,108,1683-03-01,104/113
2615,Mariage,2482,5929,108,1672-02-29,27/114
2616,Mariage,2476,6071,182,1758-01-31,34/095
2617,Mariage,2476,6071,182,1758-01-31,40/095
2618,Mariage,2481,6217,319,1731-09-05,305/354
2619,Mariage,2474,5716,357,1787-11-26,293/310
2620,Mariage,2483,6736,17,1904-10-24,56/061
2621,Mariage,2484,5828,108,1680-10-15,67/113
2622,Mariage,2485,7009,238,1662-11-27,107/166
2623,Mariage,2485,7209,108,1637-02-17,31/069
2624,Mariage,2485,7574,238,1631-04-05,5/211
2625,Mariage,2486,4042,332,1725-05-28,14/027
2626,Mariage,2487,6488,162,1716-10-27,87/197
2627,Mariage,2488,5068,238,1659-07-03,86/166
2628,Mariage,2489,4189,238,1682-11-21,57/145
2629,Contrat de mariage,2490,4080,123,1612-08-15,409 et 410/491
2630,Mariage,2491,7225,136,1743-09-03,15/097
2631,Mariage,2600,4624,238,1670-05-07,142/166
2632,Mariage,2492,5615,353,1839-11-23,38/185
2633,Mariage,2493,3558,256,1901-09-30,15
2634,Mariage,2538,7232,256,1885-05-09,16/092
2635,Mariage,2537,4719,114,1844-02-13,437/480
2636,Mariage,2536,6310,276,1876-05-02,155/198
2637,Mariage,2494,4375,258,1716-02-11,162/194
2638,Mariage,2495,4621,6,1763-04-12,154/338
2639,Mariage,2496,6041,285,1882-04-26,180/186
2640,Mariage,2497,5911,199,1680-02-20,120/176
2641,Mariage,2499,6486,16,1731-08-27,24/062
2642,Mariage,2500,6336,129,1785-11-22,38/145
2643,Mariage,2501,6957,89,1749-05-20,441/483
2644,Mariage,2502,5141,220,1727-10-08,n/a
2645,Mariage,2506,4347,152,,25/042
2646,Mariage,2506,4795,81,1767-02-24,70/117
2647,Contrat de mariage,2507,5147,123,1635-03-08,72 et 73/270
2648,Mariage,2506,5851,38,1702-10-11,11/019
2649,Mariage,2506,6233,14,1732-06-18,39/121
2650,Mariage,2503,6355,196,1711-05-28,n/a
2651,Mariage,2504,6976,14,1761-10-28,32/112
2652,Mariage,2506,7124,258,1679-05-30,108/217
2653,Mariage,2506,7428,15,1679-06-04,116/222
2654,Mariage,2505,8063,275,1776-02-13,12/020
2655,Mariage,2510,4239,258,1738-02-11,167/179
2656,Mariage,2511,5215,340,1766-02-04,268/362
2657,Mariage,2515,5301,253,1822-01-09,52/144
2658,Mariage,2515,5683,258,1663-01-30,3/004
2659,Mariage,2512,5977,97,1751-11-23,n/a
2660,Contrat de mariage,2515,5977,97,1751-10-17,41 et 42/345
2661,Mariage,2515,6718,220,,70/087
2662,Mariage,2514,6891,123,1642-11-17,95/113
2663,Contrat de mariage,2513,6892,123,1642-09-24,97 à 100/204
2664,Mariage,2518,7364,258,,41/053
2665,Mariage,2517,7706,366,,3/042
2666,Mariage,2509,4629,285,1852-10-21,203/368
2667,Mariage,2516,6842,197,1830-10-13,92/138
2668,Mariage,2508,5764,58,1779-06-07,35/058
2669,Contrat de mariage,2519,7430,123,1585-03-29,257 et 258/543
2670,Mariage,2520,7721,287,1711-06-16,4/164
2671,Mariage,2522,2498,220,,68/087
2672,Mariage,2524,3963,312,1755-06-10,n/a
2673,Mariage,2523,3962,89,1755-06-08,68/138
2674,Contrat de mariage,2524,3963,80,1755-05-04,291 et 292/408
2675,Mariage,2524,4058,248,1775-09-05,5/009
2676,Mariage,2524,5161,263,1756-07-26,32/152
2677,Mariage,2524,6429,220,1746-02-09,n/a
2678,Mariage,2525,7092,138,1888-06-05,36/111
2679,Mariage,2527,4709,68,1683-07-28,105/132
2680,Mariage,2526,5150,97,1759-02-06,n/a
2681,Contrat de mariage,2533,5492,80,1753-11-01,97 et 98/311
2682,Mariage,2532,5493,7,1753-11-27,247/339
2683,Mariage,2533,6101,197,1720-07-23,8/056
2684,Mariage,2530,6410,97,1757-02-21,292/362
2685,Mariage,2533,7709,366,1803-10-18,18/040
2686,Mariage,2521,7186,89,1742-05-21,319/483
2687,Mariage,2528,7848,317,1858-10-12,22/110
2688,Mariage,2529,7944,364,1855-10-09,12/332
2689,Contrat de mariage,2531,5751,80,1750-07-01,189 à 193/395
2690,Mariage,2534,4464,80,1717-09-29,253/393
2691,Mariage,2535,4268,238,1756-11-17,115/140
2692,Mariage,2539,6222,215,,n/a
2693,Mariage,2540,4065,325,1642-01-28,17/032
2694,Mariage,2540,4608,297,1734-07-12,118/138
2695,Contrat de mariage,2541,4463,123,1678-12-18,322 et 323/337
2696,Contrat de mariage,2542,4940,123,1659-08-17,335 et 336/520
2697,Contrat de mariage,2541,5906,123,1674-11-04,242 et 243/258
2698,Contrat de mariage,2543,4078,123,1691-11-25,336 et 337/375
2699,Mariage,2544,4149,215,,n/a
2700,Mariage,2545,8036,144,1627-11-09,2/003
2701,Mariage,2546,5073,215,,n/a
2702,Contrat de mariage,2548,8003,123,1653-02-06,70 et 71/411
2703,Mariage,2547,6521,323,1838-06-27,224/394
2704,Mariage,2554,4670,183,,n/a
2705,Contrat de mariage,2552,4734,144,1677-01-13,n/a
2706,Mariage,2552,5045,55,1636-11-26,10/043
2707,Contrat de mariage,2552,5125,58,1776-01-10,91 et 92/248
2708,Contrat de mariage,2550,5146,123,1655-06-03,364 et 365/443
2709,Mariage,2551,5175,215,,n/a
2710,Mariage,2552,6588,144,1650-11-08,1/029
2711,Mariage,2553,7488,293,,146/366
2712,Contrat de mariage,2549,7901,155,1745-10-01,7 et 8/088
2713,Mariage,2555,7726,286,1820-08-28,320/330
2714,Mariage,2556,8054,123,,n/a
2715,Mariage,2557,5560,272,1850-10-02,176/374
2716,Mariage,2558,5621,331,1808-01-27,256/296
2717,Mariage,2559,5872,265,,n/a
2718,Mariage,2560,6697,30,1882-06-05,168/178
2719,Mariage,2562,4665,156,1864-10-26,116/208
2720,Mariage,2561,5622,331,1808-01-27,31/040
2721,Mariage,2563,6047,274,1878-10-22,51/097
2722,Mariage,2564,4296,274,1851-09-23,203/390
2723,Mariage,2565,4748,274,1894-11-27,19/112
2724,Mariage,2566,8280,274,1861-05-28,70/098
2725,Mariage,2568,5069,274,1759-06-25,340/374
2726,Mariage,2567,5359,244,1853-09-11,304/365
2727,Mariage,2569,7849,37,1851-09-28,184/342
2728,Mariage,2570,7177,162,1696-02-17,10/283
2729,Mariage,1281,4129,24,1716-08-04,72/160
2730,Mariage,1270,4597,39,,41/253
2731,Mariage,1277,4730,39,1776-01-23,93/139
2732,Mariage,1272,5280,205,1731-02-04,3/207
2733,Mariage,1269,5309,132,1851-08-17,n/a
2734,Publication de mariage,1268,5308,108,1851-08-03,208/405
2735,Mariage,1266,5954,39,1862-09-02,42/159
2736,Mariage,1282,6088,58,1780-11-08,30/090
2737,Mariage,1280,6093,95,1782-02-06,n/a
2738,Mariage,1281,7609,24,1690-04-17,63/117
2739,Mariage,1267,7702,162,,124/238
2740,Mariage,1265,5844,147,1902-10-28,n/a
2741,Mariage,1271,6307,191,1836-11-24,3/173
2742,Mariage,1274,3858,132,1813-08-30,n/a
2743,Mariage,1273,6510,132,1881-06-15,n/a
2744,Mariage,1274,7734,132,1834-05-19,n/a
2745,Mariage,1275,7164,147,1861-09-16,12/031
2746,Mariage,1276,7513,147,1882-04-19,31/039
2747,Mariage,1279,5990,230,1896-07-13,80/102
2748,Contrat de mariage,1283,7701,162,,7 et 8/505
2749,Mariage,1284,5981,132,1891-06-08,n/a
2750,Mariage,1285,6672,302,1871-11-28,162/172
2751,Mariage,1287,3864,315,1861-10-28,197/374
2752,Mariage,1286,7819,182,1886-07-16,24/158
2753,Mariage,1297,5276,39,1862-02-11,41/159
2754,Mariage,1298,5264,180,1876-05-01,56/109
2755,Mariage,1300,5883,189,1895-09-16,n/a
2756,Mariage,1299,4758,346,1903-09-21,106/119
2757,Mariage,1301,7144,180,1881-01-24,96/109
2758,Mariage,1305,3973,7,1889-11-17,n/a
2759,Mariage,1305,4895,7,1862-10-01,n/a
2760,Mariage,1302,5707,352,1874-04-20,6/89
2761,Mariage,1306,7906,132,1880-07-14,n/a
2762,Publication de mariage,1304,4897,351,1862-09-21,13/245
2763,Publication de mariage,1303,4896,325,1862-09-21,17/298
2764,Mariage,1309,3718,205,1739-05-25,159/207
2765,Mariage,1310,6005,87,1764-05-29,150/160
2766,Mariage,1312,6109,266,1695-10-25,69/082
2767,Mariage,1308,6184,205,1726-06-07,245/326
2768,Mariage,1307,6954,205,1691-02-20,180/387
2769,Mariage,1311,8126,162,1842-10-11,311/620
2770,Mariage,1313,5000,325,1894-01-09,116/146
2771,Mariage,1316,3954,132,1900-05-29,n/a
2772,Mariage,1317,6102,7,1901-11-18,n/a
2773,Mariage,1317,7027,2,1847-11-16,41/165
2774,Mariage,1315,7811,325,1857-06-30,110/310
2775,Publication de mariage,1315,7811,325,1857-06-14,105/310
2776,Mariage,1314,6132,182,1899-01-17,151/158
2777,Mariage,1319,1240,108,1899-05-01,140/146
2778,Mariage,1318,7329,108,1882-04-25,142/154
2779,Mariage,1318,7331,108,1873-05-26,43/154
2780,Mariage,1320,7425,325,1880-11-03,121/145
2781,Mariage,1321,4290,235,1899-11-21,24/043
2782,Mariage,1353,3502,7,1676-02-05,6/339
2783,Mariage,1346,3722,7,1741-06-27,86/339
2784,Mariage,1353,3746,194,1636-01-15,22/080
2785,Mariage,1329,3816,132,1892-01-10,n/a
2786,Publication de mariage,1339,3869,194,1815-01-15,n/a
2787,Mariage,1340,3868,344,1815-01-21,47/452
2788,Publication de mariage,1339,3869,310,1815-01-15,261/263
2789,Publication de mariage,1335,3959,182,1849-04-15,85/303
2790,Mariage,1335,3960,243,1849-04-27,87/241
2791,Mariage,1361,3978,162,1772-01-28,167/209
2792,Mariage,1353,4005,287,1777-06-17,73/132
2793,Mariage,1357,4216,172,1715-11-29,n/a
2794,Mariage,1350,4274,162,,54/109
2795,Mariage,1364,4400,195,1700-07-12,7/137
2796,Mariage,1353,4516,230,1754-06-11,76/231
2797,Mariage,1353,4527,183,1701-02-01,n/a
2798,Mariage,1363,4567,274,1756-06-08,277/374
2799,Contrat de mariage,1353,4568,274,1756-05-11,64 et 65/350
2800,Mariage,1341,4634,344,1811-02-25,255/471
2801,Mariage,1354,4647,314,1760-07-02,283/300
2802,Mariage,1325,4678,230,1740-02-16,211/255
2803,Mariage,1353,4866,15,1727-11-13,59/201
2804,Mariage,1353,5031,356,,n/a
2805,Mariage,1344,5192,180,1738-06-27,45/118
2806,Mariage,1338,5208,53,1902-07-15,n/a
2807,Mariage,1342,5209,53,1761-01-28,7
2808,Mariage,1353,5378,218,1734-06-17,110/126
2809,Mariage,1331,5383,132,1858-10-24,n/a
2810,Mariage,1353,5437,373,1758-11-14,37/162
2811,Mariage,1353,5529,67,1711-05-26,25/225
2812,Mariage,1322,5544,56,1829-09-19,204/249
2813,Mariage,1332,5856,7,1783-05-13,16/081
2814,Mariage,1353,5864,311,1885-11-16,n/a
2815,Mariage,1327,5868,132,1821-09-01,n/a
2816,Mariage,1327,5928,132,1817-01-25,n/a
2817,Mariage,1336,5967,314,1785-11-15,262/290
2818,Mariage,1345,6000,244,1847-06-12,9/365
2819,Mariage,1353,6018,158,1887-06-14,n/a
2820,Mariage,1353,6061,227,1694-06-30,10/286
2821,Mariage,1353,6073,132,1731-01-26,n/a
2822,Mariage,1362,6200,174,1788-01-22,25/030
2823,Mariage,1353,6236,351,1753-02-13,23/251
2824,Contrat de mariage,1353,6236,80,1753-01-15,129 et 130/294
2825,Mariage,1328,6329,184,1767-02-11,40/180
2826,Mariage,1353,6558,287,,12/018
2827,Mariage,1334,6574,346,1691-11-26,109/113
2828,Mariage,1352,6674,39,1878-05-19,132/159
2829,Mariage,2573,7190,274,1867-05-21,43/118
2830,Mariage,2571,3694,52,1895-11-11,132/173
2831,Mariage,2572,7864,143,1907-01-21,n/a
2832,Mariage,2574,6237,101,1892-05-30,37/074
2833,Mariage,2576,3665,274,1757-02-08,292/374
2834,Mariage,2578,3825,274,1780-01-25,86/352
2835,Contrat de mariage,2577,4655,274,1729-08-09,n/a
2836,Contrat de mariage,2578,4654,274,1729-08-09,206 à 208/507
2837,Mariage,2575,4677,274,1816-11-22,352/366
2838,Mariage,2589,4566,108,1833-02-04,264/476
2839,Mariage,2583,4743,37,1747-09-13,287/294
2840,Mariage,2582,4759,141,1785-01-25,110/168
2841,Mariage,2585,5806,274,1781-02-20,127/352
2842,Mariage,2588,7006,274,1789-02-17,8/023
2843,Mariage,2586,7704,274,1821-09-22,260/325
2844,Mariage,2584,7760,274,1836-04-17,53/367
2845,Mariage,2580,3827,274,1810-02-02,9/125
2846,Mariage,2579,6610,143,1901-07-01,29/121
2847,Mariage,2581,4817,229,1890-07-01,2/040
2848,Mariage,2587,4470,274,1851-07-15,195/390
2849,Mariage,2592,4377,274,1779-04-20,40/352
2850,Mariage,2591,4745,274,1838-07-07,191/367
2851,Mariage,2593,5254,274,1848-02-20,8/390
2852,Mariage,2590,5287,339,1850-10-08,n/a
2853,Mariage,2594,4912,53,1682-02-06,5
2854,Mariage,2595,7007,274,1751-01-19,190/374
2855,Mariage,2596,5930,108,1790-07-27,237/286
2856,Mariage,2597,6807,37,1765-01-29,76/299
2857,Mariage,2598,7198,238,1721-05-27,102/235
2858,Publication de mariage,2599,6651,226,1813-09-26,n/a
2859,Mariage,2601,5741,218,1703-01-17,116/127
2860,Mariage,2603,8295,222,1767-01-01,n/a
2861,Mariage,2602,4773,86,1675-06-10,6/136
2862,Mariage,2604,5224,41,1750-10-21,62/065
2863,Mariage,2605,6888,169,1896-07-04,n/a
2864,Mariage,2606,4855,130,1719-01-09,9/070
2865,Mariage,2607,7666,166,1626-06-29,4/022
2866,Mariage,2608,6426,123,1789-01-12,197/373
2867,Mariage,2609,7999,123,1785-10-04,36/373
2868,Mariage,2610,5677,102,1767-02-24,5/166
2869,Mariage,2611,7398,32,1813-06-10,21/327
2870,Mariage,2612,4635,340,1750-11-11,90/362
2871,Mariage,2613,7300,285,1680-07-22,100/102
2872,Mariage,2614,6908,57,1729-02-22,116/464
2873,Mariage,2615,7910,57,1736-11-28,169/464
2874,Contrat de mariage,2616,3768,40,1721-01-19,13 et 14/626
2875,Mariage,2617,5217,333,1698-04-23,87/094
2876,Mariage,2617,5874,333,1676-01-27,35/042
2877,Contrat de mariage,2619,6259,40,1752-11-06,211 et 212/491
2878,Mariage,2618,6837,57,1744-02-02,230/464
2879,Mariage,2620,5509,312,1704-06-12,n/a
2880,Contrat de mariage,2622,1429,80,1746-11-09,256 et 257/351
2881,Mariage,2621,4546,57,1729-02-22,116/464
2882,Mariage,2622,6066,333,1660-07-04,18/042
2883,Contrat de mariage,2622,8255,51,1771-10-05,376 et 377/403
2884,Mariage,2623,4353,312,1744-05-19,n/a
2885,Contrat de mariage,2623,4353,80,1744-04-01,143 et 144/409
2886,Mariage,2624,5757,333,1688-08-12,34/094
2887,Mariage,2623,6055,333,1665-11-23,24/042
2888,Mariage,2625,4753,180,1701-07-23,21/111
2889,Mariage,2626,5620,47,,207/330
2890,Mariage,2627,6379,310,1893-10-09,2/042
2891,Mariage,2628,4380,290,1899-02-04,78/081
2892,Mariage,2629,7272,312,1841-01-11,267/361
2893,Mariage,2630,3684,47,1832-02-28,322/488
2894,Mariage,2631,6934,89,1711-12-24,133/152
2895,Mariage,2632,3852,126,1740-02-24,n/a
2896,Mariage,2633,5205,189,1665-11-24,4/007
2897,Mariage,2634,4904,20,1901-11-18,n/a
2898,Mariage,2635,8125,290,1861-07-08,54/123
2899,Mariage,2636,4020,194,1849-05-09,91/389
2900,Mariage,2637,5880,344,1913-07-07,n/a
2901,Mariage,2640,6157,312,1884-11-11,n/a
2902,Mariage,2639,6828,57,1759-02-14,301/464
2903,Mariage,2638,7786,374,,20/039
2904,Mariage,2641,8117,162,1886-01-18,44/090
2905,Mariage,2642,5746,277,1852-11-16,n/a
2906,Mariage,2643,7893,189,1854-06-12,510/540
2907,Mariage,2652,3669,20,1892-01-26,n/a
2908,Mariage,2652,3819,311,,29/286
2909,Mariage,2648,4867,286,1781-02-14,13/031
2910,Mariage,2649,7446,277,1768-01-27,1/023
2911,Contrat de mariage,2652,7445,189,1768-01-26,281 et 282/414
2912,Mariage,2644,6676,194,1893-01-16,n/a
2913,Mariage,2647,6182,195,1840-10-20,356/579
2914,Publication de mariage,2645,7171,194,1849-05-27,n/a
2915,Mariage,2646,7761,310,1847-06-23,146/296
2916,Mariage,2650,4139,57,1879-05-28,41/061
2917,Mariage,2651,4547,89,1879-06-17,72/096
2918,Mariage,2650,8086,57,1887-06-27,18/079
2919,Mariage,2653,6436,189,1858-04-19,3/059
2920,Mariage,2654,5610,75,1758-08-01,129/161
2921,Mariage,2660,4620,277,1839-11-28,8/225
2922,Mariage,2656,4860,286,1763-11-23,7/008
2923,Mariage,2655,6022,312,1879-05-27,63/082
2924,Publication de mariage,2661,6131,262,1821-06-10,130/230
2925,Mariage,2662,6226,314,1897-11-22,23/096
2926,Mariage,2658,4310,182,1862-01-20,129/223
2927,Publication de mariage,2658,4310,182,1862-01-05,120/223
2928,Mariage,2657,8111,351,1885-11-17,14/165
2929,Mariage,2659,6906,89,1879-01-14,69/096
2930,Mariage,2664,8110,333,1778-06-30,47/049
2931,Mariage,2665,4124,312,1890-01-30,n/a
2932,Mariage,2667,4027,312,1813-11-08,267/339
2933,Mariage,2668,4722,252,1827-07-03,49/278
2934,Mariage,2669,6863,57,1692-11-24,72/184
2935,Mariage,2668,7121,277,1851-11-11,n/a
2936,Mariage,2668,8153,252,1833-07-17,202/278
2937,Mariage,2666,7053,89,1897-11-23,86/103
2938,Mariage,2670,3812,311,1744-09-14,8/266
2939,Mariage,2670,5722,252,1823-11-18,269/302
2940,Mariage,2671,7933,355,,56/077
2941,Mariage,2672,6894,162,1888-07-02,12/122
2942,Publication de mariage,2673,4021,290,1849-04-22,148/262
2943,Mariage,2674,4376,195,1849-10-16,53/485
2944,Mariage,2675,6197,252,1836-11-13,44/334
2945,Mariage,2675,7953,195,1838-06-26,170/579
2946,Mariage,2677,7172,195,1849-06-11,30/485
2947,Mariage,2676,7545,144,1863-11-18,43/130
2948,Mariage,2678,4220,162,1862-10-14,209/261
2949,Mariage,2679,6258,356,1752-11-28,117/149
2950,Mariage,2680,6972,302,1881-10-04,52/144
2951,Mariage,2681,6867,2,1812-04-28,128/274
2952,Mariage,2682,8037,45,,19/045
2953,Mariage,2683,8064,160,1870-05-04,4/120
2954,Mariage,2684,3983,168,1690-06-26,64/079
2955,Mariage,2685,4320,338,1679-05-30,11/098
2956,Mariage,2686,6865,192,1737-02-06,1 et 2/018
2957,Mariage,2687,6640,160,1872-01-24,17/120
2958,Mariage,2688,7581,162,1752-08-22,157/184
2959,Mariage,2689,7302,160,1899-10-09,154/159
2960,Mariage,2690,6113,45,1858-01-20,34/172
2961,Mariage,2693,4449,45,1832-01-11,335/492
2962,Mariage,2693,6268,45,1826-01-25,16/492
2963,Mariage,2691,4609,45,,73/094
2964,Mariage,2692,6105,45,1856-07-22,19/172
2965,Mariage,2694,7242,29,,40/044
2966,Mariage,2695,6034,160,1834-11-26,417/475
2967,Mariage,2696,5766,120,1857-11-24,35/161
2968,Mariage,2697,5522,338,1671-06-24,4/005
2969,Mariage,2698,7552,258,1822-08-07,336/377
2970,Mariage,2699,6482,147,1875-08-18,8/074
2971,Mariage,2724,8332,273,1790-11-16,131/159
2972,Mariage,2700,6312,180,1660-01-26,5/023
2973,Mariage,2701,5527,35,1810-09-25,n/a
2974,Mariage,2702,8128,278,1824-09-27,172/611
2975,Mariage,2704,4409,129,,225/453
2976,Mariage,2708,5587,26,1663-05-28,22/036
2977,Mariage,2703,5609,343,1707-11-17,13/016
2978,Mariage,2705,6031,83,1767-01-27,n/a
2979,Mariage,2708,6366,83,1725-02-06,n/a
2980,Mariage,2709,6850,64,1616-11-21,33/126
2981,Mariage,2706,4321,83,,n/a
2982,Mariage,2707,5062,35,1810-09-25,n/a
2983,Mariage,2710,4210,343,1683-11-10,33/093
2984,Mariage,2711,4909,343,1688-02-26,66/093
2985,Mariage,2712,3554,26,1702-08-08,9/199
2986,Mariage,2713,4964,278,1749-09-30,183/302
2987,Mariage,2714,6700,335,1797-10-03,6/051
2988,Mariage,2714,6704,83,,n/a
2989,Mariage,2715,8112,64,1676-06-03,36/091
2990,Mariage,2717,4270,278,1874-11-09,61/151
2991,Mariage,2717,5159,335,1673-08-24,n/a
2992,Mariage,2717,8177,278,1848-10-24,108/506
2993,Mariage,2716,6953,343,1913-09-21,5/011
2994,Mariage,2719,6007,83,1700-09-22,116/228
2995,Mariage,2720,6556,83,1704-01-29,n/a
2996,Mariage,2722,4497,291,1746-01-18,212/454
2997,Mariage,2721,6710,278,1806-07-15,144/476
2998,Mariage,2723,7582,179,1780-11-21,222/303
2999,Mariage,2727,6443,252,1841-06-08,195/334
3000,Mariage,2726,4575,311,1868-01-21,178/232
3001,Publication de mariage,2728,6444,216,1841-04-11,381/477
3002,Mariage,2729,3777,218,1690-11-08,89/105
3003,Mariage,2729,7723,218,1701-06-08,96/127
3004,Mariage,2730,5013,184,1904-10-05,n/a
3005,Publication de mariage,2731,7435,375,1872-06-08,19/086
3006,Mariage,2732,3719,111,1773-05-26,30/050
3007,Mariage,2732,5443,372,1749-11-26,128/148
3008,Mariage,2732,7770,223,1716-11-18,38/109
3009,Contrat de mariage,2735,4066,51,,454 et 455/633
3010,Mariage,2734,4067,311,,37/53
3011,Mariage,2735,4207,375,1831-10-04,207/410
3012,Mariage,2734,4441,311,1778-01-14,68/113
3013,Contrat de mariage,2735,4487,80,,25 et 26/635
3014,Mariage,2734,4488,311,,26/286
3015,Mariage,2734,5296,223,1685-02-20,18/092
3016,Mariage,2734,5439,51,1813-11-17,n/a
3017,Mariage,2734,6089,77,1708-11-07,160/172
3018,Mariage,2734,6838,316,1687-01-06,53/120
3019,Mariage,2733,7879,375,1888-08-29,n/a
3020,Publication de mariage,2736,4404,375,1858-01-24,72/188
3021,Mariage,2736,6188,375,1869-01-20,153/168
3022,Mariage,2738,6152,375,1862-06-04,176/188
3023,Mariage,2737,4370,57,1902-10-28,12/018
3024,Mariage,2739,4628,171,1871-10-24,117/131
3025,Mariage,2742,6648,372,1770-02-21,95/161
3026,Publication de mariage,2743,7984,216,1836-01-10,212/477
3027,Mariage,2742,8000,252,1836-01-20,22/334
3028,Publication de mariage,2741,4793,375,1866-09-16,78/168
3029,Mariage,2740,4792,184,1866-09-26,n/a
3030,Mariage,2725,7158,316,1649-02-03,5/008
3031,Mariage,2744,5200,162,1873-12-17,178/210
3032,Mariage,2745,6899,123,1771-02-19,159/332
3033,Mariage,2746,7531,367,,38/373
3034,Mariage,2747,6496,2,1825-10-18,154/359
3035,Mariage,2748,3824,273,1890-05-06,74/155
3036,Mariage,2750,5687,282,1760-06-02,n/a
3037,Mariage,2749,3982,162,1900-09-26,20/050
3038,Mariage,2751,4066,67,1758-01-27,18/179
3039,Mariage,2751,4788,2,1829-02-03,253/359
3040,Mariage,2751,5233,2,1808-06-07,50/274
3041,Mariage,2752,8245,315,,77/169
3042,Mariage,2753,8174,318,,24/036
3043,Contrat de mariage,2754,6509,180,1778-05-22,38 et 39/348
3044,Mariage,2755,7578,162,1902-10-22,35/066
3045,Mariage,2756,4703,368,1726-02-12,n/a
3046,Mariage,2758,3841,215,1680-08-19,n/a
3047,Mariage,2757,4798,10,1758-01-12,n/a
3048,Mariage,2758,5288,188,1820-02-07,251/497
3049,Mariage,2759,4799,368,1729-07-04,n/a
3050,Mariage,2760,6925,368,1755-06-18,n/a
3051,Mariage,2761,4808,368,1728-06-21,n/a
3052,Mariage,2762,7728,212,,44/327
3053,Contrat de mariage,2764,7727,115,,54 et 55/276
3054,Mariage,2763,8080,10,1755-06-16,n/a
3055,Mariage,2765,3342,368,1768-11-14,n/a
3056,Mariage,2766,5913,143,1884-02-05,4/201
3057,Contrat de mariage,2767,5331,180,1752-01-17,71 et 72/622
3058,Mariage,2768,7858,194,1694-01-19,9/200
3059,Mariage,2769,5681,194,1664-10-22,23/042
3060,Mariage,2769,7322,194,1703-02-13,59/200
3061,Mariage,2770,5368,194,1694-01-19,9/200
3062,Mariage,2771,1511,238,1638-09-05,89/211
3063,Mariage,2772,5905,162,1701-07-04,220/283
3064,Mariage,2773,8251,238,1689-08-17,33/062
3065,Mariage,2776,8163,190,1811-09-25,181/326
3066,Mariage,2775,7717,162,1886-02-08,45/090
3067,Mariage,2774,6017,168,1891-09-07,78/155
3068,Mariage,2777,5019,44,1733-02-16,n/a
3069,Mariage,2778,5114,225,1742-04-23,70/212
3070,Mariage,2780,5661,370,1766-05-26,n/a
3071,Mariage,2779,4283,156,1899-09-26,n/a
3072,Mariage,2782,1288,370,1739-09-30,n/a
3073,Mariage,2781,6158,123,1717-08-21,36/143
3074,Contrat de mariage,2782,6166,15,1717-07-18,n/a
3075,Mariage,2783,4980,344,,80/199
3076,Mariage,2784,4000,46,1780-01-11,54/085
3077,Mariage,2785,7995,11,,89/107
3078,Mariage,2786,4208,178,1781-10-02,107/145
3079,Mariage,2787,6848,170,1872-05-15,n/a
3080,Mariage,2789,7548,170,1872-02-07,n/a
3081,Mariage,2788,5237,122,1903-06-30,n/a
3082,Mariage,2790,5317,170,1863-11-23,n/a
3083,Mariage,2791,6471,64,1852-09-21,n/a
3084,Mariage,2792,3942,108,1890-04-14,44/146
3085,Mariage,2792,5263,108,1896-07-07,108/146
3086,Mariage,2793,6195,108,1857-08-25,24/130
3087,Mariage,2796,3932,108,1808-06-16,30/189
3088,Mariage,2795,7247,108,1813-11-22,289/421
3089,Mariage,2794,7982,108,1859-07-04,41/130
3090,Mariage,2799,4433,108,1788-06-10,205/286
3091,Mariage,2798,5605,108,1816-02-19,8/431
3092,Mariage,2797,5573,108,1795-07-13,40/049
3093,Mariage,2800,6378,108,1897-01-18,116/146
3094,Mariage,2801,5963,141,1762-06-21,179/323
3095,Mariage,2802,6586,31,1711-02-10,2
3096,Mariage,2804,4427,108,1781-07-17,96/286
3097,Mariage,2803,6757,108,1812-07-02,194/421
3098,Mariage,2805,5416,106,,83/155
3099,Mariage,2807,6190,162,,82/153
3100,Mariage,2806,8222,162,,109/109
3101,Mariage,2808,6342,140,1691-01-31,63/074
3102,Mariage,2811,6296,222,1798-01-01,n/a
3103,Mariage,2809,5969,41,1782-10-23,4/036
3104,Mariage,2810,6198,155,1885-08-18,n/a
3105,Mariage,2812,7147,168,1770-02-26,78/259
3106,Mariage,2813,6169,170,1837-06-28,155/436
3107,Mariage,2814,8151,375,1693-01-21,69/186
3108,Mariage,2815,7335,93,1755-10-27,n/a
3109,Mariage,2816,5120,94,1685-02-27,n/a
3110,Mariage,2817,7077,178,1745-06-01,49/172
3111,Mariage,2818,7820,121,1738-02-03,11/284
3112,Mariage,2819,4279,166,1752-01-11,42/120
3113,Mariage,2820,7777,287,1704-01-29,117/140
3114,Mariage,2821,7914,147,1811-07-15,257/379
3115,Mariage,2822,4311,147,1847-07-21,27/417
3116,Mariage,2824,5540,62,1844-04-29,377/420
3117,Mariage,2824,8106,62,1826-11-08,162/423
3118,Mariage,2823,5103,62,1872-05-27,85/122
3119,Mariage,2825,6546,177,1764-02-28,23/094
3120,Mariage,2827,6758,25,1807-08-04,118/456
3121,Mariage,2826,6633,62,1879-05-12,58/109
3122,Mariage,2828,7012,307,1799-04-16,80/118
3123,Mariage,2829,4506,62,1823-01-21,355/385
3124,Mariage,2829,7011,307,1800-04-17,111/118
3125,Mariage,2829,7015,116,,n/a
3126,Mariage,2829,8266,307,1767-02-18,155/361
3127,Mariage,2830,5137,366,1885-01-28,n/a
3128,Mariage,2831,4724,242,1808-06-01,119/207
